ID	X	Y	ALT	BETA
727	42500	210500	0.0	0.3179
728	42500	209500	0.0	0.441
729	42500	208500	2.2	0.5204
730	42500	207500	3.3	0.5429
731	42500	206500	0.2	0.5391
732	42500	205500	0.1	0.535
733	42500	204500	0.0	0.5393
734	42500	203500	0.0	0.5498
735	42500	202500	0.1	0.5467
736	42500	201500	0.1	0.5573
737	42500	200500	0.1	0.5531
738	42500	199500	0.1	0.5329
739	42500	198500	0.1	0.5235
740	42500	197500	0.0	0.5135
741	42500	196500	0.0	0.5021
742	42500	195500	0.0	0.5096
743	42500	194500	0.0	0.5265
744	42500	193500	0.0	0.5485
745	42500	192500	0.0	0.5795
746	42500	191500	0.0	0.5725
747	42500	190500	-0.1	0.5476
748	42500	189500	0.0	0.4927
749	42500	188500	0.2	0.4214
750	42500	187500	0.1	0.4237
751	42500	186500	0.0	0.4364
752	42500	185500	0.0	0.456
753	42500	184500	0.5	0.4907
754	42500	183500	0.4	0.4975
755	42500	182500	0.5	0.5129
756	42500	181500	2.1	0.5301
757	42500	180500	4.1	0.5422
758	42500	179500	3.2	0.5534
759	42500	178500	4.5	0.561
760	42500	177500	6.2	0.5684
761	42500	176500	7.6	0.5683
762	42500	175500	10.5	0.5647
763	42500	174500	13.8	0.566
764	42500	173500	12.6	0.5802
765	42500	172500	14.3	0.5828
766	42500	171500	16.3	0.5789
767	42500	170500	16.2	0.5682
768	42500	169500	18.0	0.5358
769	42500	168500	23.7	0.5318
770	42500	167500	28.5	0.5354
771	42500	166500	31.7	0.5379
772	42500	165500	34.8	0.54
773	42500	164500	37.7	0.5431
774	42500	163500	61.2	0.5396
775	42500	162500	78.1	0.534
776	42500	161500	41.3	0.5369
777	42500	160500	34.1	0.5351
778	42500	159500	54.5	0.533
779	42500	158500	44.3	0.5443
780	42500	157500	19.4	0.5649
781	43500	211500	0.0	0.2821
782	43500	210500	0.0	0.4016
783	43500	209500	0.0	0.4853
784	43500	208500	4.2	0.5289
785	43500	207500	0.8	0.5346
786	43500	206500	0.4	0.5401
787	43500	205500	0.2	0.5481
788	43500	204500	0.0	0.5495
789	43500	203500	0.0	0.5552
790	43500	202500	0.1	0.5493
791	43500	201500	0.1	0.5505
792	43500	200500	0.0	0.5426
793	43500	199500	0.1	0.5166
794	43500	198500	0.1	0.5054
795	43500	197500	0.0	0.4995
796	43500	196500	0.0	0.4919
